Event Name,Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 1 Attacking Losses,Team 1 Defending Wins,Team 1 Defending Losses,Team 2 Attacking Wins,Team 2 Attacking Losses,Team 2 Defending Wins,Team 2 Defending Losses,Date,Team 1 Agents,Team 2 Agents
Champions Tour 2023: Masters Tokyo - Playoffs,Bind,Paper Rex,FNATIC,7,13,4,4,3,9,9,3,4,4,2023-06-19T00:00:00.000Z,"Raze,Brimstone,Skye,Harbor,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Champions Tour 2023: Masters Tokyo - Playoffs,Lotus,Paper Rex,FNATIC,5,13,0,12,5,1,1,5,12,0,2023-06-19T00:00:00.000Z,"Raze,Cypher,Omen,Skye,Gekko","Raze,Killjoy,Viper,Astra,Fade"
Champions Tour 2023: Masters Tokyo - Playoffs,Haven,Team Liquid,Evil Geniuses,9,13,5,7,4,6,6,4,7,5,2023-06-19T00:00:00.000Z,"Breach,Killjoy,Omen,Jett,Skye","Breach,Sova,Killjoy,Jett,Astra"
Champions Tour 2023: Masters Tokyo - Playoffs,Fracture,Team Liquid,Evil Geniuses,2,13,1,2,1,11,11,1,2,1,2023-06-19T00:00:00.000Z,"Raze,Cypher,Viper,Omen,Skye","Breach,Raze,Sova,Killjoy,Brimstone"
Champions Tour 2023: Masters Tokyo - Playoffs,Haven,DRX,NRG Esports,5,13,4,8,1,5,5,1,8,4,2023-06-18T00:00:00.000Z,"Breach,Sova,Killjoy,Omen,Jett","Killjoy,Viper,Jett,Skye,Harbor"
Champions Tour 2023: Masters Tokyo - Playoffs,Pearl,DRX,NRG Esports,11,13,3,9,8,4,4,8,9,3,2023-06-18T00:00:00.000Z,"Killjoy,Viper,Jett,Skye,Harbor","Killjoy,Viper,Jett,Skye,Harbor"
Champions Tour 2023: Masters Tokyo - Playoffs,Fracture,EDward Gaming,LOUD,13,10,8,3,5,7,7,5,3,8,2023-06-18T00:00:00.000Z,"Breach,Killjoy,Brimstone,Jett,Skye","Breach,Viper,Omen,KAY/O,Neon"
Champions Tour 2023: Masters Tokyo - Playoffs,Lotus,EDward Gaming,LOUD,13,6,8,4,5,2,2,5,4,8,2023-06-18T00:00:00.000Z,"Raze,Cypher,Omen,Jett,Skye","Killjoy,Viper,Omen,Skye,Neon"
Champions Tour 2023: Masters Tokyo - Playoffs,Bind,Paper Rex,DRX,13,10,5,6,8,4,4,8,6,5,2023-06-17T00:00:00.000Z,"Raze,Brimstone,Skye,Harbor,Gekko","Raze,Viper,Skye,Astra,Fade"
Champions Tour 2023: Masters Tokyo - Playoffs,Split,Paper Rex,DRX,13,10,9,3,4,7,7,4,3,9,2023-06-17T00:00:00.000Z,"Raze,Viper,Jett,Skye,Astra","Raze,Viper,Skye,Astra,Neon"
Champions Tour 2023: Masters Tokyo - Playoffs,Bind,FNATIC,NRG Esports,13,4,10,2,3,2,2,3,2,10,2023-06-17T00:00:00.000Z,"Raze,Cypher,Viper,Brimstone,Skye","Raze,Viper,Sage,Skye,Harbor"
Champions Tour 2023: Masters Tokyo - Playoffs,Fracture,FNATIC,NRG Esports,13,9,7,3,6,6,6,6,3,7,2023-06-17T00:00:00.000Z,"Breach,Raze,Killjoy,Brimstone,Fade","Breach,Raze,Sova,Killjoy,Brimstone"
Champions Tour 2023: Masters Tokyo - Playoffs,Lotus,Team Liquid,EDward Gaming,13,11,8,4,5,7,7,5,4,8,2023-06-16T00:00:00.000Z,"Raze,Killjoy,Viper,Omen,Fade","Raze,Cypher,Omen,Jett,Skye"
Champions Tour 2023: Masters Tokyo - Playoffs,Split,Team Liquid,EDward Gaming,8,13,2,7,6,6,6,6,7,2,2023-06-16T00:00:00.000Z,"Cypher,Sage,Omen,Jett,Skye","Raze,Viper,Jett,Skye,Astra"
Champions Tour 2023: Masters Tokyo - Playoffs,Haven,Team Liquid,EDward Gaming,13,9,7,3,6,6,6,6,3,7,2023-06-16T00:00:00.000Z,"Breach,Killjoy,Omen,Jett,Skye","Breach,Cypher,Sova,Omen,Jett"
Champions Tour 2023: Masters Tokyo - Playoffs,Ascent,LOUD,Evil Geniuses,5,13,5,7,0,6,6,0,7,5,2023-06-16T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Champions Tour 2023: Masters Tokyo - Playoffs,Fracture,LOUD,Evil Geniuses,7,13,4,4,3,9,9,3,4,4,2023-06-16T00:00:00.000Z,"Breach,Viper,Omen,KAY/O,Neon","Breach,Raze,Sova,Killjoy,Brimstone"
Champions Tour 2023: Masters Tokyo - Group Stage,Haven,T1,EDward Gaming,6,13,4,3,2,10,10,2,3,4,2023-06-14T00:00:00.000Z,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Champions Tour 2023: Masters Tokyo - Group Stage,Fracture,T1,EDward Gaming,4,13,0,5,4,8,8,4,5,0,2023-06-14T00:00:00.000Z,"Breach,Raze,Killjoy,Brimstone,Jett","Breach,Killjoy,Brimstone,Jett,Skye"
Champions Tour 2023: Masters Tokyo - Group Stage,Haven,DRX,FUT Esports,13,4,2,3,11,1,1,11,3,2,2023-06-14T00:00:00.000Z,"Breach,Sova,Killjoy,Omen,Jett","Breach,Killjoy,Omen,Jett,Gekko"
Champions Tour 2023: Masters Tokyo - Group Stage,Fracture,DRX,FUT Esports,13,8,7,2,6,6,6,6,2,7,2023-06-14T00:00:00.000Z,"Breach,Killjoy,Brimstone,Neon,Fade","Breach,Cypher,Brimstone,KAY/O,Neon"
Champions Tour 2023: Masters Tokyo - Group Stage,Bind,DRX,FUT Esports,9,13,3,9,6,4,4,6,9,3,2023-06-14T00:00:00.000Z,"Raze,Viper,Brimstone,Skye,KAY/O","Raze,Viper,Brimstone,KAY/O,Fade"
Champions Tour 2023: Masters Tokyo - Group Stage,Bind,Natus Vincere,EDward Gaming,12,14,6,7,6,7,7,6,7,6,2023-06-13T00:00:00.000Z,"Raze,Viper,Brimstone,Skye,KAY/O","Viper,Jett,Skye,Harbor,Gekko"
Champions Tour 2023: Masters Tokyo - Group Stage,Pearl,Natus Vincere,EDward Gaming,15,17,9,7,6,10,10,6,7,9,2023-06-13T00:00:00.000Z,"Sova,Killjoy,Jett,Astra,KAY/O","Killjoy,Viper,Jett,Skye,Harbor"
Champions Tour 2023: Masters Tokyo - Group Stage,Lotus,Attacking Soul Esports,FUT Esports,6,13,2,5,4,8,8,4,5,2,2023-06-13T00:00:00.000Z,"Breach,Killjoy,Omen,Jett,Skye","Killjoy,Viper,Omen,KAY/O,Neon"
Champions Tour 2023: Masters Tokyo - Group Stage,Ascent,Attacking Soul Esports,FUT Esports,5,13,5,7,0,6,6,0,7,5,2023-06-13T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Champions Tour 2023: Masters Tokyo - Group Stage,Haven,Attacking Soul Esports,FUT Esports,13,8,4,5,9,3,3,9,5,4,2023-06-13T00:00:00.000Z,"Breach,Sova,Killjoy,Omen,Jett","Breach,Killjoy,Omen,Jett,Gekko"
Champions Tour 2023: Masters Tokyo - Group Stage,Pearl,NRG Esports,T1,13,11,7,5,6,6,6,6,5,7,2023-06-13T00:00:00.000Z,"Killjoy,Viper,Jett,Skye,Harbor","Killjoy,Viper,Jett,Skye,Harbor"
Champions Tour 2023: Masters Tokyo - Group Stage,Bind,NRG Esports,T1,13,7,6,6,7,1,1,7,6,6,2023-06-13T00:00:00.000Z,"Raze,Viper,Sage,Skye,Harbor","Raze,Viper,Skye,Harbor,Gekko"
Champions Tour 2023: Masters Tokyo - Group Stage,Lotus,NRG Esports,T1,11,13,6,6,5,7,7,5,6,6,2023-06-13T00:00:00.000Z,"Killjoy,Viper,Omen,Skye,Neon","Killjoy,Viper,Jett,Skye,Harbor"
Champions Tour 2023: Masters Tokyo - Group Stage,Ascent,DRX,Evil Geniuses,9,13,5,7,4,6,6,4,7,5,2023-06-12T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Champions Tour 2023: Masters Tokyo - Group Stage,Fracture,DRX,Evil Geniuses,5,13,4,8,1,5,5,1,8,4,2023-06-12T00:00:00.000Z,"Breach,Raze,Killjoy,Brimstone,Fade","Breach,Raze,Sova,Killjoy,Brimstone"
Champions Tour 2023: Masters Tokyo - Group Stage,Split,NRG Esports,Natus Vincere,13,6,10,2,3,4,4,3,2,10,2023-06-12T00:00:00.000Z,"Raze,Viper,Jett,Skye,Astra","Raze,Killjoy,Viper,Omen,Skye"
Champions Tour 2023: Masters Tokyo - Group Stage,Lotus,NRG Esports,Natus Vincere,12,14,8,5,4,9,9,4,5,8,2023-06-12T00:00:00.000Z,"Killjoy,Viper,Omen,Skye,Neon","Raze,Killjoy,Viper,Omen,Fade"
Champions Tour 2023: Masters Tokyo - Group Stage,Ascent,NRG Esports,Natus Vincere,13,8,7,2,6,6,6,6,2,7,2023-06-12T00:00:00.000Z,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Omen,Jett,KAY/O,Fade"
Champions Tour 2023: Masters Tokyo - Group Stage,Pearl,EDward Gaming,T1,12,14,6,7,6,7,7,6,7,6,2023-06-11T00:00:00.000Z,"Killjoy,Viper,Jett,Skye,Harbor","Killjoy,Viper,Jett,Skye,Harbor"
Champions Tour 2023: Masters Tokyo - Group Stage,Haven,EDward Gaming,T1,13,7,6,6,7,1,1,7,6,6,2023-06-11T00:00:00.000Z,"Breach,Cypher,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Champions Tour 2023: Masters Tokyo - Group Stage,Fracture,EDward Gaming,T1,10,13,6,6,4,7,7,4,6,6,2023-06-11T00:00:00.000Z,"Breach,Killjoy,Brimstone,Jett,Skye","Breach,Raze,Killjoy,Brimstone,Jett"
Champions Tour 2023: Masters Tokyo - Group Stage,Pearl,DRX,Attacking Soul Esports,13,7,8,4,5,3,3,5,4,8,2023-06-11T00:00:00.000Z,"Killjoy,Viper,Jett,Skye,Harbor","Viper,Jett,Skye,KAY/O,Harbor"
Champions Tour 2023: Masters Tokyo - Group Stage,Fracture,DRX,Attacking Soul Esports,13,10,7,5,6,5,5,6,5,7,2023-06-11T00:00:00.000Z,"Breach,Raze,Killjoy,Brimstone,Fade","Breach,Raze,Killjoy,Brimstone,Jett"
Champions Tour 2023: Masters Tokyo - Group Stage,Lotus,FUT Esports,Evil Geniuses,12,14,6,7,6,7,7,6,7,6,2023-06-11T00:00:00.000Z,"Killjoy,Viper,Omen,KAY/O,Neon","Breach,Killjoy,Omen,Jett,Skye"
Champions Tour 2023: Masters Tokyo - Group Stage,Split,FUT Esports,Evil Geniuses,5,13,0,6,5,7,7,5,6,0,2023-06-11T00:00:00.000Z,"Cypher,Jett,Skye,Astra,KAY/O","Raze,Viper,Jett,Skye,Astra"
