Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 2 Attacking Wins,Team 1 Agents,Team 2 Agents
Lotus,Leviatán,MIBR,13,7,7,6,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Cypher,Omen,Fade"
Lotus,Gen.G Esports,DetonatioN FocusMe,13,6,5,4,"Raze,Killjoy,Viper,Omen,Fade","Raze,Omen,Astra,Fade,Vyse"
Abyss,Gen.G Esports,DetonatioN FocusMe,13,6,9,3,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Omen,Jett,Astra,KAY/O"
Split,TALON,Nongshim RedForce,13,5,5,4,"Raze,Cypher,Skye,Astra,Deadlock","Breach,Cypher,Astra,Neon,Tejo"
Bind,TALON,Nongshim RedForce,13,10,9,7,"Raze,Astra,Fade,Gekko,Deadlock","Viper,Brimstone,Neon,Fade,Vyse"
Lotus,TALON,Nongshim RedForce,9,13,5,6,"Raze,Omen,Fade,Deadlock,Clove","Omen,Astra,Neon,Fade,Vyse"
Bind,NRG Esports,KRÜ Esports,7,13,4,5,"Raze,Viper,Brimstone,KAY/O,Fade","Raze,Viper,Brimstone,Skye,Vyse"
Haven,NRG Esports,KRÜ Esports,13,10,4,2,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Jett"
Abyss,NRG Esports,KRÜ Esports,8,13,7,8,"Sova,Omen,Yoru,Harbor,Vyse","Sova,Viper,Jett,Astra,KAY/O"
Split,Evil Geniuses,MIBR,3,13,2,3,"Raze,Viper,Omen,Skye,Chamber","Raze,Viper,Jett,Skye,Astra"
Abyss,Evil Geniuses,MIBR,10,13,6,7,"Sova,Omen,Jett,Astra,Vyse","Cypher,Sova,Jett,Astra,KAY/O"
Pearl,DetonatioN FocusMe,Paper Rex,13,1,11,0,"Killjoy,Jett,Astra,KAY/O,Tejo","Sova,Killjoy,Phoenix,Jett,Astra"
Abyss,DetonatioN FocusMe,Paper Rex,13,10,6,5,"Sova,Omen,Jett,Astra,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Pearl,Nongshim RedForce,Rex Regum Qeon,13,8,7,6,"Sova,Astra,Neon,Vyse,Tejo","Sova,Phoenix,Jett,Astra,Vyse"
Lotus,Nongshim RedForce,Rex Regum Qeon,22,20,11,10,"Omen,Astra,Neon,Fade,Vyse","Raze,Viper,Omen,Fade,Vyse"
Fracture,Nongshim RedForce,Rex Regum Qeon,12,14,6,7,"Breach,Raze,Cypher,Brimstone,Tejo","Breach,Sova,Killjoy,Brimstone,Neon"
Fracture,G2 Esports,Leviatán,13,9,8,5,"Breach,Raze,Brimstone,Vyse,Tejo","Breach,Raze,Sova,Killjoy,Brimstone"
Pearl,G2 Esports,Leviatán,13,5,8,1,"Sova,Yoru,Astra,Chamber,Vyse","Yoru,Astra,Fade,Vyse,Tejo"
Split,LOUD,Sentinels,9,13,3,6,"Breach,Raze,Cypher,Skye,Astra","Breach,Viper,Omen,Yoru,Tejo"
Pearl,LOUD,Sentinels,11,13,7,8,"Cypher,Sova,Jett,Astra,KAY/O","Yoru,Astra,Fade,Vyse,Tejo"
Lotus,LOUD,Sentinels,13,11,6,5,"Breach,Raze,Cypher,Omen,Fade","Breach,Omen,Yoru,Vyse,Tejo"
Split,BBL Esports,Team Liquid,10,13,4,6,"Raze,Omen,Yoru,Astra,Fade","Raze,Viper,Yoru,Astra,Fade"
Pearl,BBL Esports,Team Liquid,13,9,9,6,"Sova,Yoru,Astra,Chamber,Vyse","Breach,Jett,Astra,Vyse,Tejo"
Bind,BBL Esports,Team Liquid,11,13,7,8,"Raze,Sage,Astra,Vyse,Tejo","Raze,Viper,Brimstone,Skye,Gekko"
Fracture,FUT Esports,FNATIC,13,6,6,0,"Breach,Cypher,Astra,KAY/O,Neon","Breach,Raze,Sova,Brimstone,Chamber"
Abyss,FUT Esports,FNATIC,13,10,8,7,"Sova,Yoru,Astra,Fade,Vyse","Breach,Sova,Jett,Yoru,Astra"
Bind,Gen.G Esports,DRX,13,15,5,6,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,KAY/O,Tejo"
Abyss,Gen.G Esports,DRX,9,13,6,9,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Jett,Astra,Tejo"
Haven,T1,TALON,13,9,8,5,"Cypher,Sova,Omen,Yoru,Iso","Breach,Cypher,Sova,Omen,Jett"
Bind,T1,TALON,4,13,3,4,"Raze,Brimstone,KAY/O,Gekko,Vyse","Raze,Astra,Fade,Gekko,Deadlock"
Fracture,T1,TALON,13,5,3,2,"Breach,Raze,Cypher,Brimstone,Tejo","Breach,Raze,Brimstone,Deadlock,Tejo"
Split,GIANTX,Team Liquid,6,13,2,8,"Raze,Viper,Omen,Skye,Vyse","Raze,Viper,Yoru,Astra,Fade"
Fracture,GIANTX,Team Liquid,8,13,4,8,"Breach,Raze,Killjoy,Brimstone,Fade","Breach,Raze,Cypher,Brimstone,Tejo"
Fracture,Gentle Mates,FNATIC,6,13,1,7,"Breach,Raze,Cypher,Brimstone,Fade","Breach,Raze,Sova,Brimstone,Chamber"
