Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 1 Attacking Losses,Team 2 Attacking Wins,Team 2 Attacking Losses,Team 1 Agents,Team 2 Agents
Ascent,sou proplayer lixo?,Team Leveling,14,12,5,8,4,9,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,sou proplayer lixo?,Team Leveling,13,6,6,1,5,7,"Breach,Sova,Killjoy,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Icebox,sou proplayer lixo?,Team Leveling,13,10,6,5,5,7,"Sova,Killjoy,Viper,Jett,Iso","Sova,Killjoy,Viper,Jett,Iso"
Ascent,Reckoning Esports,Mogo eSports,11,13,9,3,10,2,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Iso"
Bind,Reckoning Esports,Mogo eSports,6,13,5,7,6,1,"Raze,Cypher,Brimstone,Skye,Gekko","Raze,Cypher,Viper,Brimstone,Gekko"
Lotus,Orangutan,Niory Esports,13,7,5,3,4,8,"Cypher,Sage,Omen,Fade,Deadlock","Breach,Sova,Killjoy,Omen,Neon"
Icebox,Orangutan,Niory Esports,13,11,6,6,5,7,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Iso"
Haven,Xipto Esports,ZETA DIVISION GC,13,5,10,2,3,3,"Killjoy,Viper,Omen,Jett,Skye","Breach,Cypher,Sova,Omen,Neon"
Icebox,Xipto Esports,ZETA DIVISION GC,13,2,3,0,2,10,"Killjoy,Viper,Jett,KAY/O,Gekko","Sova,Killjoy,Viper,Jett,KAY/O"
Sunset,Xipto Esports,ZETA DIVISION GC,13,8,6,6,2,7,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Raze,Cypher,Sova,Omen"
Haven,Shopify Rebellion,oomfies,13,10,8,4,6,5,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Viper,Phoenix,Harbor"
Ascent,Shopify Rebellion,oomfies,13,6,6,1,5,7,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Sova,Jett,Deadlock,Clove"
Sunset,Skout Esports,Cobweb eSports,13,7,7,1,6,6,"Cypher,Sova,Reyna,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Lotus,oomfies,Teddy Tactics,13,5,6,0,5,7,"Raze,Cypher,Fade,Deadlock,Clove","Breach,Raze,Killjoy,Astra,Fade"
Icebox,Shopify Rebellion,Refrag,13,2,3,0,2,10,"Killjoy,Viper,Reyna,KAY/O,Gekko","Sova,Killjoy,Viper,Jett,Clove"
Lotus,Skout Esports,Cobweb eSports,2,13,2,10,3,0,"Breach,Raze,Killjoy,Omen,Neon","Breach,Killjoy,Viper,Omen,Neon"
Bind,Shopify Rebellion,Refrag,13,4,3,2,2,10,"Raze,Cypher,Viper,Brimstone,Skye","Raze,Viper,Brimstone,Gekko,Iso"
Haven,oomfies,Teddy Tactics,13,10,6,5,5,7,"Cypher,Sova,Viper,Phoenix,Harbor","Breach,Cypher,Sova,Jett,Astra"
Ascent,Skout Esports,Cobweb eSports,13,11,9,3,8,4,"Cypher,Sova,Phoenix,Omen,Jett","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,Vila das Flores,Team Leveling,4,13,2,3,10,2,"Raze,Cypher,Brimstone,Skye,Deadlock","Raze,Viper,Brimstone,Skye,Gekko"
Haven,Vila das Flores,Team Leveling,14,16,6,9,7,8,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Icebox,REVOADA,sou proplayer lixo?,8,13,5,4,9,3,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Iso"
Split,Essence,Avoid Esports,9,13,3,7,6,6,"Raze,Viper,Jett,Skye,Astra","Raze,Cypher,Omen,Jett,Skye"
Haven,Tani Amaterasu,SC (Spain),13,1,2,0,1,11,"Breach,Sova,Killjoy,Omen,Jett","Breach,Brimstone,Sage,Jett,Chamber"
Bind,1000rr club,TzManiacs,14,12,4,9,3,10,"Raze,Cypher,Brimstone,Reyna,Fade","Raze,Viper,Omen,Skye,Fade"
Ascent,Golden Monkeys,Waist EC,13,15,5,9,6,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,God eSports,AMBYS Team,1,13,0,2,11,1,"Breach,Cypher,Omen,Neon,Gekko","Cypher,Skye,Neon,Iso,Clove"
Ascent,REVOADA,sou proplayer lixo?,5,13,5,7,6,0,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Abyss,Zenturions,Tani Susano,5,13,3,9,4,2,"Cypher,Sova,Jett,Astra,KAY/O","Cypher,Sova,Jett,Astra,KAY/O"
Abyss,CDC Valorant,Guinea Pink Silkie,13,5,4,2,3,9,"Cypher,Sova,Jett,Astra,Gekko","Breach,Cypher,Jett,Astra,Gekko"
Bind,Mighty Meerkats,SPH WASHED,9,13,7,5,8,2,"Raze,Viper,Brimstone,Skye,Gekko","Breach,Raze,Cypher,Reyna,Clove"
Ascent,NGS ,Nick Hers,13,9,8,2,7,5,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,Universae,vortex esports,13,5,5,1,4,8,"Breach,Raze,Cypher,Omen,Gekko","Breach,Cypher,Sova,Omen,Neon"
Ascent,Visions eSports,ADCeuta esports,5,13,5,7,6,0,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,5GY eSports,El Barco Esports,8,13,5,7,6,3,"Breach,Cypher,Sova,Omen,Neon","Breach,Sova,Killjoy,Astra,Neon"
Sunset,TEAM VELAXIS,Melilla Titans Aura,13,9,7,5,4,6,"Breach,Raze,Cypher,Omen,KAY/O","Breach,Cypher,Sova,Omen,Neon"
Pearl,Mirror Never SURRENDER,Cerox Esports,13,5,7,5,0,6,"Killjoy,Jett,Yoru,Astra,Gekko","Killjoy,Jett,KAY/O,Harbor,Gekko"
Ascent,Team Orion,Velaxis Academy,13,6,4,3,3,9,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Odyssey Gaming,XTEC Esports,13,4,4,1,3,9,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,EREUS,Burrote Seco,5,13,3,9,4,2,"Breach,Raze,Cypher,Phoenix,Omen","Breach,Cypher,Omen,Neon,Gekko"
Ascent,El Pueblo,MaskapalosAutenticoGuachupino,13,11,4,8,3,9,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Killjoy,Phoenix,Omen,Jett"
Haven,La Banda del Patio,Linares eSports,5,13,2,4,9,3,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Lotus,Medal Esports,Asterisk (IN),5,13,2,4,9,3,"Breach,Cypher,Omen,Neon,Fade","Raze,Killjoy,Viper,Omen,Fade"
Haven,LOS CHAMBALES,Peluqueria Mariloli,3,13,1,3,10,2,"Sova,Killjoy,Reyna,Jett,Astra","Breach,Sova,Killjoy,Omen,Neon"
Haven,TLS eSports,KHORE GAMING,13,11,5,7,4,8,"Breach,Cypher,Omen,Jett,Fade","Sova,Viper,Yoru,Astra,Deadlock"
Sunset,Nexum EC,Locked Esports,3,13,1,3,10,2,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Raze,Cypher,Omen,Gekko"
Ascent,Arctic Ninjas,Zenn Club,0,13,0,12,1,0,"Sova,Omen,Jett,KAY/O,Deadlock","Cypher,Sova,Phoenix,Omen,Jett"
Abyss,Medal Esports,Asterisk (IN),6,13,4,8,5,2,"Cypher,Sova,Jett,Astra,Gekko","Breach,Raze,Cypher,Astra,Gekko"
Icebox,True Rippers,Dupg Esports,7,13,1,11,2,6,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Jett,KAY/O"
Ascent,True Rippers,Dupg Esports,11,13,4,8,5,7,"Sova,Killjoy,Omen,Jett","Cypher,Sova,Omen,Yoru,Deadlock"
Haven,True Rippers,Dupg Esports,13,11,5,7,4,8,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Lotus,Mir Gaming GC,ZETA DIVISION GC,7,13,4,4,9,3,"Killjoy,Viper,Omen,Neon,Fade","Breach,Cypher,Omen,Neon,Fade"
Ascent,Mir Gaming GC,ZETA DIVISION GC,5,13,1,5,8,4,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,Mir Gaming GC,ZETA DIVISION GC,13,10,5,7,3,8,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Bind,Xipto Esports,sisu,13,6,9,3,3,4,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Omen,Fade,Clove"
Sunset,Xipto Esports,sisu,13,8,6,6,2,7,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Cypher,Sova,Omen,Neon"
Abyss,Xipto Esports,sisu,15,17,6,10,7,9,"Sova,Omen,Jett,Astra,KAY/O","Cypher,Sova,Jett,Astra,Gekko"
Sunset,SaD FROST,Teddy Tactics,6,13,6,6,7,0,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Sova,Astra"
Abyss,SaD FROST,Teddy Tactics,13,10,6,5,5,7,"Cypher,Sova,Jett,Astra,Gekko","Sova,Killjoy,Viper,Jett,Astra"
Ascent,oomfies,Elation Vortex,13,5,7,5,0,6,"Cypher,Sova,Jett,Deadlock,Clove","Cypher,Sova,Omen,Jett"
Ascent,SaD FROST,Teddy Tactics,10,13,6,5,8,4,"Sova,Killjoy,Omen,Jett,KAY/O","Breach,Cypher,Sova,Jett,Astra"
Lotus,Refrag,Give Wingman 2 Nuclear Devices,13,5,4,2,3,9,"Cypher,Omen,Neon,Gekko,Iso","Raze,Cypher,Omen,Gekko,Clove"
Abyss,Shopify Rebellion,HyperSpeed Red,13,3,2,2,1,11,"Cypher,Sova,Yoru,Astra","Cypher,Sova,Jett,Astra,KAY/O"
Abyss,oomfies,Elation Vortex,12,14,6,7,7,6,"Sova,Jett,Yoru,Astra","Sova,Viper,Jett,Yoru,Astra"
Bind,Refrag,Give Wingman 2 Nuclear Devices,13,3,4,0,3,9,"Raze,Viper,Brimstone,Gekko,Iso","Raze,Skye,Astra,Chamber,Deadlock"
Ascent,Shopify Rebellion,HyperSpeed Red,13,3,3,1,2,10,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,Teddy Tactics,Day By Day,14,12,6,7,5,8,"Breach,Raze,Killjoy,Astra,Fade","Raze,Cypher,Viper,Fade,Clove"
Sunset,oomfies,Elation Vortex,13,4,3,2,2,10,"Cypher,Sova,Neon,Deadlock,Clove","Breach,Cypher,Sova,Omen,Neon"
Bind,mesos millionaires,Give Wingman 2 Nuclear Devices,10,13,3,8,5,7,"Raze,Fade,Gekko,Deadlock,Clove","Raze,Skye,Astra,Chamber,Deadlock"
Icebox,Tenax GC,HyperSpeed Red,8,13,2,7,6,6,"Sova,Viper,Sage,Reyna,Chamber","Sova,Killjoy,Viper,Jett,Yoru"
Haven,Teddy Tactics,Day By Day,13,10,6,5,5,7,"Breach,Cypher,Sova,Jett,Astra","Breach,Cypher,Sova,Jett,Astra"
Bind,Refrag,Students of the Game,13,6,8,4,2,5,"Raze,Viper,Brimstone,Yoru,Gekko","Raze,Cypher,Reyna,Skye,Clove"
Abyss,SaD FROST, RITUAL RËAL,13,6,7,5,1,6,"Cypher,Sova,Jett,Astra,Gekko","Cypher,Sova,Jett,Astra,KAY/O"
Haven,oomfies,YDZ Black,13,7,5,3,4,8,"Cypher,Sova,Viper,Phoenix,Harbor","Breach,Sova,Killjoy,Omen,Jett"
Ascent,Tani Tsukuyomi,rustoria mondays,11,13,5,7,6,6,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Abyss,Elation Vortex,meowtastic,13,5,9,3,2,4,"Sova,Viper,Jett,Yoru,Astra","Breach,Cypher,Sova,Jett,Astra"
Icebox,Shopify Rebellion,Ominous Minions,13,3,4,0,3,9,"Killjoy,Viper,Reyna,KAY/O,Gekko","Sova,Killjoy,Viper,Reyna,Jett"
Bind,CryZen,Peluqueria Mariloli,13,11,8,4,7,5,"Raze,Omen,Skye,KAY/O,Clove","Raze,Sova,Brimstone,Skye,Chamber"
Icebox,mesos millionaires,Give Wingman 2 Nuclear Devices,6,13,5,7,6,1,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Viper,Sage,Reyna,Chamber"
Sunset,oomfies,YDZ Black,13,4,9,3,1,4,"Sova,Reyna,Yoru,Chamber,Clove","Breach,Raze,Cypher,Omen,Gekko"
Ascent,Teddy Tactics,Day By Day,6,13,2,5,8,4,"Breach,Cypher,Sova,Jett,Astra","Cypher,Sova,Omen,Jett,Deadlock"
Icebox,Elation Vortex,meowtastic,13,2,10,2,0,3,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Jett,KAY/O"
Sunset,SaD FROST, RITUAL RËAL,13,7,7,1,6,6,"Breach,Raze,Cypher,Omen,Gekko","Raze,Cypher,Omen,KAY/O,Gekko"
Lotus,Refrag,Students of the Game,13,6,6,1,5,7,"Raze,Cypher,Omen,Neon,Gekko","Raze,Killjoy,Viper,Omen,Fade"
Lotus,Tenax GC,HyperSpeed Red,10,13,6,6,7,4,"Breach,Killjoy,Omen,Neon,Fade","Breach,Killjoy,Omen,Neon,Fade"
Sunset,Shopify Rebellion,Ominous Minions,13,3,9,3,0,4,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Omen,Fade"
Abyss,CDC Valorant,Tani Tsukuyomi,12,14,7,6,8,5,"Cypher,Sova,Jett,Astra,Gekko","Breach,Cypher,Omen,Chamber,Gekko"
Haven,Universae,CryZen,11,13,6,6,7,5,"Killjoy,Viper,Omen,Jett,Skye","Breach,Sova,Killjoy,Omen,Jett"
Ascent,El Barco Esports,rustoria mondays,7,13,1,7,6,6,"Breach,Sova,Killjoy,Jett,Astra","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,Linares eSports,Peluqueria Mariloli,11,13,3,9,4,8,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Ascent,rustoria mondays,Avoid Esports,13,3,4,0,3,9,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,Tani Tsukuyomi,Mighty Meerkats,13,7,7,5,2,6,"Omen,Skye,Yoru,Fade,Clove","Raze,Viper,Brimstone,Skye,Gekko"
Bind,CryZen,Las Palmas Unity,13,10,4,7,3,9,"Raze,Omen,Skye,KAY/O,Clove","Breach,Viper,Brimstone,Yoru,Fade"
Haven,vortex esports,El Barco Esports,9,13,5,5,8,4,"Breach,Sova,Killjoy,Omen,Neon","Breach,Sova,Killjoy,Astra,Neon"
Abyss,CDC Valorant,Monta Club Ace,14,12,9,4,8,5,"Cypher,Sova,Jett,Astra,Gekko","Breach,Cypher,Sova,Omen,Jett"
Bind,Peluqueria Mariloli,Tani Susano,13,4,3,2,2,10,"Raze,Sova,Brimstone,Skye,Chamber","Raze,Viper,Brimstone,Skye,Gekko"
Haven,Universae,Fractious Esports,13,11,7,5,6,6,"Killjoy,Viper,Omen,Jett,Skye","Breach,Cypher,Sova,Omen,Jett"
Split,Linares eSports,MaskapalosAutenticoGuachupino,19,17,8,10,7,11,"Breach,Raze,Cypher,Omen,Skye","Breach,Raze,Cypher,Omen,Jett"
Haven,AMBYS Team,rustoria mondays,8,13,5,4,9,3,"Breach,Cypher,Sova,Astra,Neon","Sova,Reyna,Omen,Jett,Chamber"
Sunset,RAVEN EXODUS,Las Palmas Unity,10,13,2,10,3,8,"Breach,Cypher,Sova,Omen,Neon","Cypher,Omen,KAY/O,Neon,Gekko"
Sunset,Locked Esports,vortex esports,9,13,4,6,7,5,"Breach,Raze,Cypher,Omen,Gekko","Breach,Cypher,Sova,Omen,Neon"
Sunset,Monta Club Ace,Zenn Club,13,8,6,3,5,7,"Breach,Cypher,Omen,Neon,Gekko","Breach,Cypher,Sova,Omen,Neon"
Bind,Avoid Esports,ADCeuta esports,13,10,6,5,5,7,"Raze,Brimstone,Reyna,Skye,Harbor","Raze,Cypher,Brimstone,Skye,Gekko"
Ascent,Tani Tsukuyomi,TLS eSports,13,11,6,6,5,7,"Cypher,Sova,Omen,Jett,KAY/O","Killjoy,Viper,Omen,Jett,Skye"
Ascent,Visions eSports,El Barco Esports,5,13,4,8,5,1,"Cypher,Sova,Omen,Jett,Deadlock","Breach,Sova,Killjoy,Jett,Astra"
Bind,Arctic Ninjas,Tani Susano,2,13,2,10,3,0,"Raze,Viper,Skye,Astra,Chamber","Raze,Viper,Brimstone,Skye,Gekko"
Ascent,Cierzo Esports,CryZen,2,13,0,3,10,2,"Viper,Phoenix,Omen,Skye,Gekko","Breach,Omen,Neon,Fade,Deadlock"
Ascent,Peluqueria Mariloli,Guinea Pink Silkie,13,6,7,0,6,6,"Sova,KAY/O,Chamber,Iso,Clove","Sova,Killjoy,Omen,Jett,Gekko"
Haven,La Banda del Patio,MaskapalosAutenticoGuachupino,4,13,0,5,8,4,"Breach,Sova,Killjoy,Omen,Jett","Sova,Killjoy,Omen,Jett,Iso"
Haven,CDC Valorant,Velaxis Academy,13,7,4,4,3,9,"Breach,Cypher,Sova,Astra,Neon","Breach,Sova,Killjoy,Omen,Jett"
Sunset,KHORE GAMING,Universae,10,13,5,6,7,5,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Omen,Gekko"
Abyss,Fractious Esports,Tani Amaterasu,13,8,8,1,7,5,"Cypher,Sova,Jett,Astra,KAY/O","Cypher,Sova,Omen,KAY/O,Neon"
Sunset,Peluqueria Mariloli,SZK Academy,13,6,4,3,3,9,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Sunset,XTirpeTeam,EREUS,13,7,5,3,4,8,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Haven,eLionking Academy,rustoria mondays,2,13,1,11,2,1,"Breach,Sova,Killjoy,Jett,Astra","Breach,Killjoy,Reyna,Jett,Clove"
Ascent,Waist EC,El Barco Esports,2,13,2,10,3,0,"Sova,Killjoy,Omen,Jett,KAY/O","Breach,Sova,Killjoy,Jett,Astra"
Haven,TEAM VELAXIS,Locked Esports,8,13,3,9,4,5,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Astra,Neon"
Haven,AMBYS Team,5GY eSports,13,11,2,10,1,11,"Breach,Cypher,Sova,Astra,Neon","Breach,Cypher,Sova,Omen,Neon"
Haven,Monta Club Ace,Nexum EC,14,12,6,7,5,8,"Breach,Cypher,Sova,Omen,Neon","Breach,Sova,Killjoy,Astra,Neon"
Haven,RAVEN EXODUS,VOID (EU),15,13,9,5,8,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Sova,Killjoy,Omen,Neon"
Bind,Stray Wolves,Avoid Esports,10,13,6,6,7,4,"Raze,Brimstone,Omen,Gekko,Deadlock","Raze,Brimstone,Reyna,Skye,Harbor"
Sunset,Linares eSports,Genesis eSports,13,6,6,1,5,7,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Ascent,KBT Gaming,TLS eSports,6,13,0,7,6,6,"Cypher,Sova,Omen,Jett,KAY/O","Killjoy,Viper,Omen,Jett,Skye"
Ascent,UnderDogs SYN,Tani Tsukuyomi,12,14,2,11,3,10,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Ascent,Team Ogmios,CryZen,7,13,3,9,4,4,"Cypher,Sova,Omen,Jett,Gekko","Breach,Omen,Neon,Fade,Deadlock"
Haven,MaskapalosAutenticoGuachupino,Arco de Jason Staham,13,7,8,0,7,5,"Sova,Killjoy,Omen,Jett,Iso","Breach,Sova,Killjoy,Omen,Jett"
Split,LINX Academy,La Banda del Patio,4,13,3,2,11,1,"Breach,Raze,Cypher,Omen,Fade","Breach,Raze,Cypher,Sage,Omen"
Bind,ADCeuta esports,Future Radiants ,13,6,5,2,4,8,"Raze,Cypher,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Reyna,Fade"
Haven,KHORE GAMING,El Pueblo,13,2,10,2,0,3,"Sova,Viper,Yoru,Astra,Deadlock","Breach,Cypher,Sova,Omen,Jett"
Haven,Divine eSports,vortex esports,2,13,1,11,2,1,"Breach,Cypher,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Neon"
Pearl,Las Palmas Unity,Osprey Jade,13,3,10,2,1,3,"Viper,Jett,Astra,KAY/O,Fade","Cypher,Viper,Jett,Astra,KAY/O"
Sunset,Velaxis Academy,Guinea Pink Baldwin,13,7,4,4,3,9,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Haven,SLEIK Esports,Fractious Esports,3,13,1,3,10,2,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Bind,CDC Valorant,Dranwork,13,4,4,1,3,9,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Brimstone,Skye,Gekko"
Bind,Nick Hers,Tani Susano,3,13,0,4,9,3,"Breach,Cypher,Omen,Neon,Deadlock","Raze,Viper,Brimstone,Skye,Gekko"
Bind,Karasu Eaters,Universae,0,13,0,12,1,0,"Raze,Viper,Brimstone,Skye,Gekko","Viper,Omen,Skye,Neon,Fade"
Ascent,Nyx (SP),Cierzo Esports,6,13,6,6,7,0,"Cypher,Sova,Jett,KAY/O,Clove","Viper,Phoenix,Omen,Skye,Gekko"
Ascent,W2WG,Visions eSports,5,13,0,6,7,5,"Sova,Killjoy,Reyna,Omen,Jett","Cypher,Sova,Omen,Jett,Deadlock"
Haven,Zenn Club,Cerox Esports,13,6,7,5,1,6,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Neon"
Lotus,ZETA DIVISION GC,BOBA,13,11,6,6,5,7,"Breach,Cypher,Omen,Neon,Fade","Killjoy,Viper,Omen,Neon,Fade"
Sunset,ZETA DIVISION GC,BOBA,15,13,8,6,7,7,"Breach,Raze,Cypher,Sova,Omen","Breach,Cypher,Sova,Omen,Neon"
Lotus,sisu,swaglord9000,13,7,6,2,5,7,"Omen,Chamber,Neon,Fade","Raze,Cypher,Omen,Fade,Deadlock"
Bind,sisu,swaglord9000,13,1,11,1,0,2,"Raze,Omen,Fade,Clove","Raze,Cypher,Viper,Brimstone,Skye"
Ascent,sisu,swaglord9000,8,13,4,5,8,4,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Yoru,Deadlock"
Ascent,sou proplayer lixo?,PS5Patas,13,2,3,0,2,10,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,REVOADA,ygrenys,13,8,8,4,4,5,"Raze,Viper,Skye,Deadlock,Clove","Raze,Viper,Brimstone,Skye,Gekko"
Icebox,sou proplayer lixo?,PS5Patas,13,3,4,0,3,9,"Sova,Killjoy,Viper,Sage,Jett","Sova,Killjoy,Viper,Jett,Iso"
Lotus,BOBA,FENNEL GC,13,7,4,4,3,9,"Killjoy,Viper,Omen,Neon,Fade","Breach,Raze,Cypher,Omen,Fade"
Ascent,BOBA,FENNEL GC,13,10,5,6,4,8,"Cypher,Sova,Omen,Jett,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,Purr-fectionists,swaglord9000,12,14,8,5,9,4,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Sage,Jett"
Bind,Purr-fectionists,swaglord9000,13,9,9,3,6,4,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Ascent,Purr-fectionists,swaglord9000,3,13,3,9,4,0,"Sova,Killjoy,Reyna,Omen,Jett","Cypher,Sova,Omen,Yoru,Deadlock"
Bind,ZETA DIVISION GC,Xipto Esports,6,13,3,4,9,3,"Raze,Cypher,Viper,Brimstone,Skye","Raze,Viper,Brimstone,Fade,Gekko"
Ascent,ZETA DIVISION GC,Xipto Esports,5,13,5,7,6,0,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Haven,YDZ Black,Skyline Dreamers GC,13,5,5,1,4,8,"Breach,Sova,Killjoy,Omen,Jett","Cypher,Sova,Omen,Yoru,Iso"
Ascent, RITUAL RËAL,Passionless Project,13,1,11,1,0,2,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,YDZ Black,Skyline Dreamers GC,13,11,7,5,6,6,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Lotus, RITUAL RËAL,Passionless Project,6,13,1,6,7,5,"Raze,Cypher,Omen,Fade,Deadlock","Breach,Raze,Cypher,Omen,Gekko"
Haven,Day By Day,Nori X,13,6,4,3,3,9,"Cypher,Sova,Yoru,Astra,Iso","Breach,Cypher,Sova,Omen,Jett"
Icebox,HyperSpeed Red,Elite Dynasty GC,13,4,5,0,4,8,"Sova,Killjoy,Viper,Jett,Yoru","Sova,Killjoy,Viper,Jett,Harbor"
Sunset,Give Wingman 2 Nuclear Devices,SHU GC,14,12,9,4,8,5,"Breach,Sova,Omen,Chamber,Neon","Raze,Cypher,Astra,Fade,Gekko"
Bind,Ominous Minions,AURA Eclipse,13,8,7,5,3,6,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Ascent,meowtastic,Erinite GC,13,8,7,5,3,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,Day By Day,Nori X,13,2,11,1,1,2,"Cypher,Omen,Skye,Neon,Clove","Breach,Raze,Omen,Chamber,Gekko"
Lotus,YDZ Black,Skyline Dreamers GC,10,13,3,9,4,7,"Breach,Raze,Cypher,Omen,Fade","Breach,Killjoy,Neon,Gekko,Clove"
Bind,Give Wingman 2 Nuclear Devices,SHU GC,13,6,7,5,1,6,"Raze,Skye,Astra,Chamber,Deadlock","Raze,Viper,Brimstone,Fade,Gekko"
Lotus,HyperSpeed Red,Elite Dynasty GC,13,7,7,5,2,6,"Breach,Killjoy,Omen,Neon,Fade","Breach,Cypher,Sova,Omen,Neon"
Abyss, RITUAL RËAL,Passionless Project,13,10,4,7,3,9,"Cypher,Sova,Jett,Astra,KAY/O","Breach,Cypher,Sova,Jett,Astra"
Sunset,Ominous Minions,AURA Eclipse,13,4,4,1,3,9,"Breach,Raze,Cypher,Omen,Fade","Breach,Cypher,Sova,Omen,Neon"
Haven,meowtastic,Erinite GC,13,3,4,0,3,9,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Omen,Chamber,Neon"
Haven,Mir Gaming GC,sisu,14,12,6,7,5,8,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Astra,Neon"
Lotus,Mir Gaming GC,sisu,13,15,8,6,9,5,"Killjoy,Viper,Omen,Neon,Fade","Omen,Chamber,Neon,Fade"
Icebox,Mir Gaming GC,sisu,13,6,4,3,3,9,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Harbor"
Haven,Xipto Esports,FENNEL GC,13,3,9,3,0,4,"Killjoy,Viper,Omen,Jett,Skye","Breach,Sova,Killjoy,Omen,Jett"
