Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 1 Attacking Losses,Team 2 Attacking Wins,Team 2 Attacking Losses,Team 1 Agents,Team 2 Agents
Lotus,TSM,YFP Gaming,13,7,6,2,5,7,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Cypher,Omen,Gekko"
Icebox,Deagle Ravagers,OXEN GC,13,15,7,7,8,6,"Raze,Sova,Killjoy,Viper,KAY/O","Sova,Killjoy,Viper,Reyna,Jett"
Lotus,Chamber 1 trick,ST x WTP,12,14,7,6,8,5,"Raze,Killjoy,Viper,Gekko,Clove","Breach,Raze,Killjoy,Omen,Fade"
Ascent,Val's Little Swimmers,pugggstarsf,13,7,6,2,5,7,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,SaD Esports,Blinn Esports,8,13,7,5,8,1,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,Flare,reddots daycare,10,13,4,7,6,6,"Raze,Cypher,Omen,KAY/O,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Ascent,VZN E-SPORTS,TMC,7,13,7,5,8,0,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Split,Spate Esports,OPPY,10,13,5,7,6,5,"Raze,Cypher,Omen,Jett,Skye","Raze,Cypher,Viper,Omen,Skye"
Bind,TSM,YFP Gaming,7,13,4,8,5,3,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Ascent,Purpose Gaming,Team Digital,13,8,3,6,2,10,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Shaboozey's Slimes,RUN IT BACK,4,13,2,3,10,2,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,Clove"
Ascent,Zen eSports GC,Dasein Club GC,10,13,8,4,9,2,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,Deagle Ravagers,OXEN GC,13,8,6,3,5,7,"Breach,Raze,Sova,Killjoy,Omen","Breach,Raze,Killjoy,Omen,Gekko"
Lotus,Shirtless Gamers,Eternal Focus Crimson,7,13,5,3,10,2,"Raze,Killjoy,Viper,Omen,Gekko","Raze,Killjoy,Omen,Fade,Gekko"
Ascent,breadwinners,Val's Little Swimmers,10,13,5,7,6,5,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Ascent,Team Liquid Brazil,REVOADA,13,5,5,1,4,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,Chamber 1 trick,TMX,13,10,5,6,4,8,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Cypher,Viper,Brimstone,Gekko"
Split,SaD Esports,Blinn Esports,8,13,4,8,5,4,"Raze,Cypher,Viper,Omen,Skye","Raze,Cypher,Viper,Omen,Skye"
Icebox,Team Digital,Venatus,13,1,2,0,1,11,"Sova,Killjoy,Viper,Jett,Harbor","Killjoy,Viper,Jett,Harbor,Gekko"
Ascent,reddots daycare,Sushi Bois,13,6,7,5,1,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Split,9z Team,XSOUL,13,4,10,2,2,3,"Breach,Raze,Viper,Omen,Skye","Raze,Cypher,Viper,Skye,Astra"
Lotus,OPPY,BlanK,13,3,9,3,0,4,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Killjoy,Omen,Gekko"
Bind,RUN IT BACK,Holy Smokes,13,4,4,1,3,9,"Raze,Brimstone,Skye,Chamber,Deadlock","Viper,Yoru,Neon,Harbor,Gekko"
Lotus,TMC,ShaBoingBoing Esports,13,11,4,8,3,9,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Killjoy,Omen,Skye"
Ascent,VZN E-SPORTS,TMX B,13,2,10,2,0,3,"Sova,Killjoy,Omen,Jett,KAY/O","Raze,Killjoy,Omen,Gekko,Clove"
Ascent,pugggstarsf,Sky Esports (NA),13,9,4,6,3,9,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Reyna,Omen,Jett"
Split,The Dealers,Val's Little Swimmers,3,13,2,2,11,1,"Raze,Cypher,Viper,Omen,Skye","Raze,Cypher,Viper,Omen,Skye"
Ascent,Hale,ST x WTP,4,13,3,9,4,1,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Jett,KAY/O,Clove"
Lotus,Eternal Focus Crimson,Rizzly Bears,13,11,5,7,4,8,"Raze,Killjoy,Omen,Fade,Gekko","Raze,Viper,Fade,Gekko,Deadlock"
Split,TMX,Something Funny,13,5,9,3,2,4,"Breach,Raze,Cypher,Omen,Gekko","Raze,Cypher,Omen,Jett,Gekko"
Split,Zen eSports GC,Dasein Club GC,10,13,6,6,7,4,"Raze,Cypher,Jett,Skye,Astra","Raze,Cypher,Viper,Omen,Skye"
Lotus,QoR,Dough Bros,13,9,7,3,6,6,"Raze,Sova,Killjoy,Viper,Omen","Raze,Killjoy,Viper,Omen,Fade"
Bind,Deagle Ravagers,OXEN GC,12,14,5,8,6,7,"Breach,Raze,Viper,Brimstone,KAY/O","Breach,Raze,Cypher,Brimstone,Gekko"
Bind,SaD Esports,Blinn Esports,13,9,9,3,6,4,"Raze,Viper,Omen,Skye,Gekko","Raze,Viper,Brimstone,KAY/O,Gekko"
Icebox,9z Team,XSOUL,13,5,8,4,1,5,"Sova,Killjoy,Viper,Sage,Jett","Sova,Killjoy,Viper,Reyna,Gekko"
Split,Team Liquid Brazil,REVOADA,11,13,4,8,5,7,"Breach,Raze,Viper,Omen,Skye","Raze,Cypher,Viper,Omen,Skye"
Breeze,QoR,Dough Bros,13,5,5,1,4,8,"Cypher,Sova,Viper,Jett,KAY/O","Cypher,Sova,Viper,Jett,KAY/O"
Icebox,The Vicious,Dragons Esports,16,14,11,4,10,5,"Sova,Killjoy,Viper,Sage,Jett","Sova,Killjoy,Viper,Sage,Omen"
Lotus,Team Liquid Brazil,REVOADA,13,6,8,4,2,5,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Sunset,FLUFFY AIMERS,Winthrop University,13,11,6,6,5,7,"Breach,Raze,Cypher,Omen,Skye","Breach,Raze,Cypher,Omen,Fade"
Ascent,The Ultimates,KR Esports,13,4,9,3,1,4,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,All Knights,Furious Gaming,13,11,7,5,6,6,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,The Vicious,Dragons Esports,13,10,9,2,8,4,"Raze,Cypher,Sova,Omen,Gekko","Raze,Cypher,Viper,Omen,Fade"
Lotus,FLUFFY AIMERS,Winthrop University,13,3,2,2,1,11,"Breach,Raze,Cypher,Omen,Fade","Raze,Killjoy,Viper,Omen,Gekko"
Ascent,QoR,Dough Bros,11,13,7,5,8,4,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,Team Liquid Brazil,REVOADA,13,5,3,3,2,10,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Split,The Ultimates,KR Esports,13,9,4,6,3,9,"Raze,Viper,Jett,Skye,Astra","Raze,Cypher,Omen,Jett,Skye"
Lotus,The Vicious,Dragons Esports,5,13,1,5,8,4,"Raze,Killjoy,Omen,Jett,Skye","Raze,Killjoy,Viper,Omen,Fade"
Lotus,All Knights,Furious Gaming,16,14,10,5,9,6,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Lotus,KPI Gaming,Barça eSports,13,5,6,0,5,7,"Killjoy,Viper,Omen,Skye,Neon","Raze,Killjoy,Viper,Omen,Fade"
Lotus,Onyx Ravens,Underground Gaming,6,13,2,5,8,4,"Breach,Raze,Killjoy,Omen,Gekko","Breach,Raze,Killjoy,Omen,Gekko"
Split,Twisted Minds Esports,Team Falcons,10,13,5,6,7,5,"Raze,Viper,Omen,Jett,Skye","Breach,Raze,Cypher,Omen,Skye"
Lotus,Falke Esports,UCAM Esports Club,1,13,1,11,2,0,"Breach,Raze,Sova,Killjoy,Omen","Breach,Sova,Killjoy,Omen,Jett"
Ascent,Onyx Ravens,Underground Gaming,10,13,5,7,6,5,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,Twisted Minds Esports,Team Falcons,1,13,0,12,1,1,"Raze,Viper,Omen,Skye,Deadlock","Raze,Viper,Sage,Skye,Clove"
Ascent,Ramboot Club,ZETA Gaming,13,9,6,6,3,7,"Cypher,Sova,Phoenix,Omen,Jett","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,Imperium Gaming,Five Media Clan,13,7,9,3,4,4,"Killjoy,Viper,Reyna,KAY/O,Gekko","Killjoy,Viper,Jett,KAY/O,Gekko"
Split,Barn nong chok,The Infinity Esports,13,4,2,3,10,2,"Raze,Cypher,Jett,Skye,Astra","Raze,Cypher,Viper,Omen,Skye"
Lotus,Barn nong chok,The Infinity Esports,13,3,0,4,9,3,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Bind,Barn nong chok,The Infinity Esports,10,13,6,6,4,7,"Raze,Viper,Brimstone,Jett,Skye","Raze,Viper,Brimstone,Skye,Gekko"
Split,XOXO-01,The Infinity Esports,13,11,4,8,3,9,"Raze,Cypher,Viper,Omen,Skye","Raze,Cypher,Jett,Skye,Astra"
Lotus,XOXO-01,The Infinity Esports,15,13,8,6,7,7,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Lotus,Peace & Love,Xu Gang,13,7,7,5,2,6,"Raze,Killjoy,Omen,Neon,Gekko","Raze,Cypher,Sova,Omen,KAY/O"
Ascent,Peace & Love,Xu Gang,13,6,6,1,5,7,"Sova,Killjoy,Phoenix,Omen,Neon","Cypher,Sova,Omen,Jett,KAY/O"
Lotus,Corn Dogs (OCE),Tiny Turtle Squad,13,6,3,4,2,10,"Raze,Killjoy,Fade,Gekko,Clove","Viper,Omen,Chamber,Neon,Gekko"
Split,Peace & Love,Xu Gang,8,13,7,5,8,1,"Raze,Phoenix,Omen,Skye,Neon","Breach,Raze,Cypher,Omen,Deadlock"
Split,Corn Dogs (OCE),Tiny Turtle Squad,13,11,6,6,5,7,"Raze,Cypher,Reyna,Skye,Clove","Raze,Cypher,Viper,Omen,Skye"
Sunset,Bestial Esports,Ivy League Gaming,7,13,4,8,5,3,"Raze,Cypher,Omen,KAY/O,Gekko","Raze,Cypher,Sova,Omen,Gekko"
Ascent,AIM PH,Cop 'EM Manila,14,12,7,6,6,7,"Sova,Killjoy,Omen,Jett,KAY/O","Breach,Viper,Phoenix,Omen,KAY/O"
Breeze,SNAPZ,Oasis Gaming,2,13,0,3,10,2,"Cypher,Sova,Viper,Jett,Yoru","Sova,Viper,Jett,Yoru,Astra"
Ascent,Bestial Esports,Ivy League Gaming,8,13,4,8,5,4,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,AIM PH,Cop 'EM Manila,13,6,5,2,4,8,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Icebox,Astro World,Rank El Cuties,10,13,6,6,7,4,"Sova,Killjoy,Viper,Reyna,Jett","Killjoy,Viper,Jett,KAY/O,Harbor"
Lotus,SNAPZ,Oasis Gaming,7,13,3,9,4,4,"Raze,Killjoy,Omen,Fade,Gekko","Raze,Killjoy,Viper,Omen,Fade"
Split,Bestial Esports,Ivy League Gaming,13,11,5,7,4,8,"Raze,Viper,Omen,Jett,Skye","Raze,Cypher,Viper,Omen,Skye"
Icebox,AIM PH,Cop 'EM Manila,10,13,6,5,8,4,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Jett,Harbor,Clove"
Split,Astro World,Rank El Cuties,7,13,5,7,6,2,"Raze,Viper,Phoenix,Omen,Fade","Raze,Cypher,Viper,Omen,Skye"
Lotus,Rebirth Esports,Red Eye,13,6,7,0,6,6,"Raze,Viper,Omen,Astra,Gekko","Raze,Viper,Omen,Chamber,Fade"
Icebox,Rebirth Esports,Red Eye,13,3,3,1,2,10,"Sova,Viper,Omen,Jett,Gekko","Killjoy,Viper,Jett,KAY/O,Gekko"
Split,9z Team,OXEN,11,13,6,6,7,5,"Breach,Raze,Viper,Omen,Skye","Raze,Cypher,Skye,Astra,Deadlock"
Ascent,Team Liquid Brazil,MIBR GC,11,13,1,11,2,10,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,Maze Gaming,LRV Esports,10,13,6,5,8,4,"Breach,Sova,Viper,Phoenix,Omen","Raze,Cypher,Omen,KAY/O,Gekko"
Sunset,9z Team,OXEN,6,13,2,5,8,4,"Raze,Cypher,Omen,KAY/O,Gekko","Viper,Sage,Omen,KAY/O,Gekko"
Sunset,Team Liquid Brazil,MIBR GC,11,13,5,7,6,6,"Raze,Cypher,Omen,KAY/O,Gekko","Raze,Cypher,Omen,Fade,Gekko"
Ascent,Maze Gaming,LRV Esports,2,13,0,3,10,2,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,Team Liquid Brazil,MIBR GC,13,5,10,2,3,3,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Icebox,9z Team,OXEN,13,9,9,3,6,4,"Sova,Killjoy,Viper,Sage,Jett","Killjoy,Viper,Jett,KAY/O,Gekko"
Bind,XSOUL,Zen Esports,13,11,7,5,6,6,"Raze,Cypher,Viper,Brimstone,Skye","Raze,Viper,Brimstone,Skye,Chamber"
Lotus,Team Leveling,REVOADA,12,14,4,9,5,8,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Ascent,Dragons Esports,The Ultimates,13,7,5,3,4,8,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,HGE Esports GC,LXT Esports GC,1,13,0,2,11,1,"Breach,Raze,Killjoy,Omen,Gekko","Raze,Killjoy,Viper,Omen,Fade"
Split,XSOUL,Zen Esports,13,7,8,4,3,5,"Raze,Cypher,Viper,Omen,Skye","Breach,Raze,Killjoy,Skye,Astra"
Icebox,Team Leveling,REVOADA,10,13,6,5,8,4,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,KAY/O"
Icebox,HGE Esports GC,LXT Esports GC,0,13,0,1,12,0,"Killjoy,Viper,Jett,KAY/O,Gekko","Killjoy,Viper,Jett,KAY/O,Gekko"
Icebox,Dragons Esports,The Ultimates,13,10,8,3,7,5,"Sova,Killjoy,Viper,Sage,Omen","Sova,Killjoy,Viper,Jett,Gekko"
Sunset,Five Media Clan,KPI Gaming,13,11,4,8,3,9,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Lotus,XSOUL,Zen Esports,6,13,1,6,7,5,"Breach,Raze,Killjoy,Omen,Gekko","Breach,Raze,Sova,Killjoy,Omen"
Ascent,Underground Gaming,G3 Esports,13,8,3,6,2,10,"Sova,Killjoy,Omen,Jett,KAY/O","Breach,Sova,Jett,Astra,KAY/O"
Lotus,KR Esports,Twisted Minds Esports,8,13,3,6,7,5,"Raze,Killjoy,Omen,Jett,KAY/O","Breach,Raze,Killjoy,Omen,Gekko"
Icebox,Onyx Ravens,The Vicious,6,13,1,6,7,5,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Sage,Jett"
Ascent,NOVO GC,TwentyStars GC,10,13,5,7,6,5,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Phoenix,Omen,Jett"
Ascent,Ramboot Club,Falke Esports,12,14,3,10,4,9,"Cypher,Sova,Phoenix,Omen,Jett","Sova,Killjoy,Omen,Jett,KAY/O"
Breeze,Underground Gaming,G3 Esports,13,5,11,1,4,2,"Cypher,Sova,Viper,Jett,Yoru","Sova,Viper,Jett,Yoru,Chamber"
Sunset,Onyx Ravens,The Vicious,6,13,5,7,6,1,"Breach,Raze,Cypher,Omen,Fade","Raze,Cypher,Sova,Omen,Gekko"
Bind,Team Falcons,Vision Esports,13,2,3,0,2,10,"Raze,Omen,Jett,Skye,Clove","Yoru,KAY/O,Neon,Iso,Clove"
Breeze,KR Esports,Twisted Minds Esports,6,13,4,8,5,2,"Cypher,Sova,Viper,Jett,Yoru","Cypher,Sova,Viper,Jett,Yoru"
Split,Team Falcons,Vision Esports,13,0,1,0,0,12,"Breach,Raze,Cypher,Omen,Skye","Breach,Jett,Yoru,KAY/O,Deadlock"
Lotus,NOVO GC,TwentyStars GC,13,6,7,0,6,6,"Breach,Sova,Killjoy,Omen,Neon","Breach,Raze,Killjoy,Omen,Chamber"
Split,ZETA Gaming,Barça eSports,8,13,6,6,7,2,"Breach,Raze,Cypher,Omen,Skye","Raze,Viper,Sage,Skye,Astra"
Split,UCAM Esports Club,Imperium Gaming,13,5,10,2,3,3,"Breach,Raze,Cypher,Omen,Fade","Raze,Cypher,Omen,Jett,Skye"
Lotus,Barn nong chok,gollum666,13,3,4,0,3,9,"Raze,Killjoy,Viper,Omen,Fade","Raze,Omen,Jett,Neon,Gekko"
Bind,Beaver41,Barn nong chok,7,13,3,9,4,4,"Raze,Cypher,Viper,Brimstone,KAY/O","Raze,Viper,Brimstone,Skye,Gekko"
Icebox,Z11,gollum666,7,13,4,4,9,3,"Sova,Killjoy,Viper,Reyna,Jett","Raze,Viper,Reyna,Jett,Yoru"
Ascent,The Infinity Esports,gollum666,13,11,6,6,5,7,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,Z11,The Reaper,13,11,7,5,6,6,"Raze,Cypher,Viper,Brimstone,Skye","Raze,Viper,Brimstone,Skye,Gekko"
Lotus,Barn nong chok,KaiJyu,13,11,6,6,5,7,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Omen,Skye,Fade"
Lotus,Beaver41,XOXO-01,7,13,4,8,5,3,"Raze,Killjoy,Omen,Astra,Gekko","Raze,Killjoy,Viper,Omen,Fade"
Breeze,Funcrew,Bandits OCE,13,11,5,7,4,8,"Sova,Viper,Jett,KAY/O,Deadlock","Cypher,Sova,Viper,Jett,Yoru"
Ascent,Funcrew,Bandits OCE,13,9,6,4,5,7,"Sova,Killjoy,Reyna,Omen,Jett","Sova,Killjoy,Omen,Yoru,KAY/O"
Split,KS Esports GC,FUSION X,9,13,4,8,5,5,"Raze,Cypher,Viper,Omen,Skye","Raze,Sage,Astra,Gekko,Deadlock"
Lotus,KS Esports GC,FUSION X,9,13,5,5,8,4,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Killjoy,Omen,Skye"
Ascent,Concordia University,SFU Pink,11,13,4,8,5,7,"Cypher,Omen,Jett,KAY/O,Deadlock","Sova,Killjoy,Sage,Omen,Jett"
Lotus,UCF Gold,Fisher Falcons,6,13,5,7,6,1,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Split,uOttawa Garnet,SFU Raccoons,16,18,7,10,8,9,"Raze,Cypher,Omen,Jett,Skye","Raze,Cypher,Omen,Jett,Skye"
Lotus,Concordia University,SFU Pink,7,13,2,6,7,5,"Breach,Raze,Phoenix,Chamber,Clove","Sage,Omen,Yoru,Neon,Deadlock"
Icebox,KS Esports GC,FUSION X,13,11,4,8,3,9,"Killjoy,Viper,Reyna,KAY/O,Gekko","Sova,Killjoy,Reyna,Jett,Harbor"
Lotus,uOttawa Garnet,SFU Raccoons,5,13,3,3,10,2,"Raze,Killjoy,Omen,Fade,Gekko","Raze,Killjoy,Omen,Skye,Gekko"
Icebox,UCF Gold,Fisher Falcons,14,12,8,5,7,6,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Reyna,Jett"
Split,Concordia University,SFU Pink,6,13,5,7,6,1,"Breach,Raze,Cypher,Omen,Gekko","Raze,Cypher,Jett,Skye,Clove"
Ascent,UCF Gold,Fisher Falcons,2,13,0,3,10,2,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,uOttawa Garnet,SFU Raccoons,9,13,3,7,6,6,"Raze,Viper,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Split,Leviatán GC,KRÜ BLAZE,3,13,0,4,9,3,"Breach,Cypher,Viper,Omen,Jett","Raze,Viper,Omen,Skye,Clove"
Icebox,Leviatán GC,KRÜ BLAZE,6,13,3,4,9,3,"Sova,Killjoy,Viper,Reyna,Gekko","Sova,Killjoy,Viper,Jett,Harbor"
Lotus,Twisted Minds Esports,Underground Gaming,11,13,5,7,6,6,"Breach,Raze,Killjoy,Omen,Gekko","Breach,Raze,Killjoy,Omen,Gekko"
Lotus,Entry Frogs Iris,aNc Outplayed GC,9,13,4,6,7,5,"Breach,Raze,Killjoy,Omen,Fade","Breach,Raze,Killjoy,Omen,Gekko"
Sunset,Twisted Minds Esports,Underground Gaming,7,13,4,8,5,3,"Raze,Cypher,Omen,KAY/O,Gekko","Breach,Raze,Cypher,Omen,Fade"
Bind,Entry Frogs Iris,aNc Outplayed GC,7,13,3,9,4,4,"Raze,Cypher,Viper,Brimstone,Skye","Raze,Viper,Brimstone,Fade,Gekko"
Sunset,KPI Gaming,UCAM Esports Club,5,13,5,7,6,0,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Sova,Omen"
Sunset,Vision Esports,Dragons Esports,8,13,5,4,9,3,"Breach,Raze,Omen,Gekko,Deadlock","Raze,Cypher,Viper,Omen,Fade"
Lotus,The Ultimates,Onyx Ravens,13,7,9,3,4,4,"Breach,Raze,Cypher,Sova,Omen","Raze,Killjoy,Viper,Omen,Fade"
Split,KR Esports,Team Falcons,8,13,1,8,5,7,"Raze,Cypher,Viper,Omen,Skye","Breach,Raze,Cypher,Omen,Skye"
Lotus,EKO Esports GC,LuckyGirls,4,13,0,5,8,4,"Breach,Raze,Killjoy,Omen,Gekko","Raze,Killjoy,Viper,Omen,Fade"
Ascent,Falke Esports,ZETA Gaming,13,4,3,2,2,10,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,The Ultimates,Onyx Ravens,13,8,5,7,1,8,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,Vision Esports,Dragons Esports,10,13,7,5,8,3,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Sage,Omen"
Breeze,KR Esports,Team Falcons,7,13,4,4,9,3,"Cypher,Sova,Viper,Jett,Yoru","Cypher,Sova,Viper,Jett,KAY/O"
Ascent,EKO Esports GC,LuckyGirls,13,10,7,4,6,6,"Cypher,Sova,Phoenix,Omen,Jett","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Imperium Gaming,Ramboot Club,10,13,8,3,10,2,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Phoenix,Omen,Jett"
Split,Barça eSports,Five Media Clan,13,4,8,4,0,5,"Raze,Viper,Sage,Skye,Astra","Cypher,Viper,Omen,Jett,Skye"
Lotus,Barn nong chok,Mara Esport,13,4,4,1,3,9,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Killjoy,Omen,Fade"
Sunset,SDobbies,The Reaper,6,13,0,7,6,6,"Raze,Cypher,Omen,KAY/O,Gekko","Breach,Raze,Cypher,Omen,KAY/O"
Ascent,KaiJyu,Aricat e-Sport,20,18,7,12,6,13,"Sova,Killjoy,Phoenix,Omen,Jett","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,Z11, RomChomPoo,13,8,6,3,5,7,"Sova,Killjoy,Viper,Reyna,Jett","Sova,Killjoy,Viper,Jett,Harbor"
Icebox,S4, RomChomPoo,6,13,4,8,5,2,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Harbor"
Lotus,Barn nong chok,gollum666,13,15,5,9,6,8,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Killjoy,Omen,Jett"
Ascent,XOXO-01,Z11,13,3,9,3,0,4,"Breach,Sova,Killjoy,Jett,Astra","Sova,Killjoy,Reyna,Omen,Jett"
Sunset,SDobbies,Beaver41,9,13,5,7,6,4,"Raze,Cypher,Omen,KAY/O,Gekko","Breach,Raze,Cypher,Sova,Omen"
Lotus,Black Swan,Mara Esport,2,13,0,3,10,2,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Killjoy,Omen,Fade"
Bind,Aricat e-Sport, Base Beta Esport,13,6,7,5,1,6,"Raze,Cypher,Viper,Brimstone,Skye","Raze,Cypher,Brimstone,Skye,Yoru"
Breeze,Mara Esport,Beaver41,11,13,7,5,8,4,"Cypher,Sova,Viper,Jett,Gekko","Sova,Viper,Jett,Yoru,Astra"
Lotus,gollum666,The Reaper,13,5,7,5,0,6,"Breach,Raze,Killjoy,Omen,Jett","Breach,Raze,Cypher,Viper,Omen"
Lotus,Team Fully,The Reaper,13,5,7,5,0,6,"Breach,Raze,Killjoy,Omen,Jett","Breach,Raze,Cypher,Viper,Omen"
Split, Base Beta Esport,Z11,3,13,3,9,4,0,"Raze,Cypher,Omen,Jett,Skye","Raze,Cypher,Omen,Jett,Skye"
Icebox,SDobbies,Black Swan,13,5,8,4,1,5,"Killjoy,Viper,Jett,KAY/O,Gekko","Sova,Killjoy,Viper,Jett,Harbor"
Split,XOXO-01,Aricat e-Sport,13,11,6,6,5,7,"Raze,Cypher,Viper,Omen,Skye","Breach,Raze,Cypher,Omen,Fade"
Bind,Team Fully,Barn nong chok,8,13,6,6,7,2,"Raze,Brimstone,Reyna,Skye,Harbor","Raze,Viper,Brimstone,Skye,Gekko"
Lotus, RomChomPoo,The Infinity Esports,16,18,9,8,10,7,"Breach,Raze,Omen,Jett,Skye","Raze,Killjoy,Viper,Omen,Fade"
Bind,KaiJyu,S4,16,14,10,5,9,6,"Raze,Cypher,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Bind,KaiJyu,The Infinity Esports,16,14,10,5,9,6,"Raze,Cypher,Brimstone,Skye,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Lotus,The Zoo  (IN),Alternate Realities,8,13,6,6,7,2,"Breach,Raze,Killjoy,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Ascent,The Zoo  (IN),Alternate Realities,13,7,7,5,2,6,"Sova,Killjoy,Reyna,Omen,Jett","Killjoy,Phoenix,Omen,KAY/O,Fade"
Bind,The Zoo  (IN),Alternate Realities,9,13,7,3,10,2,"Raze,Brimstone,Skye,Chamber,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Sunset,Koopa Troopas,Tiny Turtle Squad,9,13,5,7,6,4,"Breach,Raze,Cypher,Omen,Fade","Breach,Raze,Cypher,Omen,Gekko"
Split,Xu Gang,Wolf Pack (OCE),13,3,9,3,0,4,"Breach,Raze,Cypher,Omen,Deadlock","Phoenix,Skye,Yoru,Chamber,Clove"
Lotus,Xu Gang,Wolf Pack (OCE),13,8,5,4,4,8,"Raze,Sova,Killjoy,Omen,KAY/O","Breach,Raze,Killjoy,Viper,Omen"
