Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 2 Attacking Wins,Team 1 Agents,Team 2 Agents
Split,Team Vitality,GIANTX,13,9,9,6,"Breach,Cypher,Omen,Yoru,Tejo","Breach,Cypher,Omen,Yoru,Tejo"
Pearl,Nongshim RedForce,Rex Regum Qeon,13,10,8,7,"Killjoy,Astra,Neon,Vyse,Tejo","Yoru,Astra,KAY/O,Vyse,Tejo"
Split,Nongshim RedForce,Rex Regum Qeon,13,8,4,0,"Viper,Omen,Deadlock,Tejo,Waylay","Breach,Viper,Yoru,Astra,Tejo"
Ascent,Nongshim RedForce,Rex Regum Qeon,5,13,2,3,"Cypher,Omen,KAY/O,Tejo,Waylay","Cypher,Sova,Omen,Yoru,Tejo"
Haven,Gen.G Esports,BOOM Esports,15,17,9,10,"Killjoy,Viper,Omen,Neon,Tejo","Breach,Cypher,Sova,Omen,Neon"
Ascent,Gen.G Esports,BOOM Esports,8,13,5,9,"Cypher,Omen,Jett,KAY/O,Tejo","Sova,Killjoy,Phoenix,Omen,Tejo"
Split,Sentinels,100 Thieves,13,1,2,1,"Breach,Viper,Omen,Yoru,Tejo","Breach,Raze,Sage,Astra,Tejo"
Haven,Sentinels,100 Thieves,9,13,6,7,"Cypher,Sova,Omen,Yoru,Iso","Cypher,Sova,Omen,Neon,Iso"
Pearl,Sentinels,100 Thieves,13,5,8,1,"Yoru,Astra,Fade,Vyse,Tejo","Yoru,Astra,Neon,Fade,Vyse"
Lotus,2Game Esports,Evil Geniuses,8,13,5,6,"Raze,Cypher,Sova,Omen,Iso","Raze,Viper,Fade,Clove,Tejo"
Haven,2Game Esports,Evil Geniuses,11,13,7,8,"Cypher,Sova,Omen,Yoru,Iso","Breach,Cypher,Sova,Omen,Waylay"
Haven,TALON,Team Secret,13,9,5,2,"Cypher,Sova,Omen,Yoru,Iso","Breach,Cypher,Astra,Neon,Tejo"
Fracture,TALON,Team Secret,13,2,10,0,"Breach,Cypher,Brimstone,Tejo,Waylay","Breach,Cypher,Brimstone,Neon,Tejo"
Pearl,TALON,Team Secret,5,13,0,7,"Yoru,Astra,Fade,Vyse,Tejo","Sova,Yoru,Astra,Chamber,Vyse"
Lotus,DRX,Paper Rex,13,7,10,5,"Raze,Cypher,Omen,Yoru,Fade","Breach,Viper,Omen,Tejo,Waylay"
Icebox,DRX,Paper Rex,10,13,9,10,"Killjoy,Viper,Omen,Jett,Tejo","Sova,Viper,KAY/O,Tejo,Waylay"
Haven,DRX,Paper Rex,13,9,9,8,"Cypher,Sova,Omen,Jett,Neon","Breach,Cypher,Omen,Yoru,Tejo"
Icebox,MIBR,Leviatán,13,8,9,8,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Yoru,Tejo"
Split,MIBR,Leviatán,13,7,6,1,"Breach,Cypher,Jett,Astra,Tejo","Breach,Viper,Omen,Yoru,Tejo"
Ascent,G2 Esports,FURIA,13,7,8,3,"Omen,KAY/O,Vyse,Tejo,Waylay","Sova,Omen,Yoru,KAY/O,Vyse"
Lotus,G2 Esports,FURIA,13,10,10,9,"Breach,Viper,Omen,Yoru,Tejo","Breach,Omen,Neon,Fade,Clove"
Haven,T1,ZETA DIVISION,13,5,10,3,"Cypher,Sova,Omen,Yoru,Iso","Breach,Cypher,Omen,Yoru,Tejo"
Split,T1,ZETA DIVISION,12,14,6,7,"Raze,Viper,Omen,Yoru,Fade","Breach,Viper,Omen,Yoru,Tejo"
Fracture,T1,ZETA DIVISION,13,7,7,6,"Breach,Brimstone,Neon,Vyse,Tejo","Breach,Raze,Brimstone,Vyse,Tejo"
Pearl,DetonatioN FocusMe,Global Esports,11,13,5,6,"Sova,Yoru,Astra,Chamber,Vyse","Sova,Killjoy,Jett,Astra,Vyse"
Lotus,DetonatioN FocusMe,Global Esports,7,13,4,9,"Raze,Viper,Omen,Fade,Vyse","Breach,Cypher,Omen,Yoru,Tejo"
Split,KRÜ Esports,LOUD,13,10,9,8,"Breach,Viper,Omen,Jett,Tejo","Breach,Raze,Viper,Astra,Tejo"
Haven,KRÜ Esports,LOUD,13,2,3,2,"Breach,Cypher,Omen,Yoru,Tejo","Breach,Cypher,Sova,Omen,Jett"
Fracture,KRÜ Esports,LOUD,3,13,2,11,"Breach,Raze,Brimstone,Vyse,Tejo","Breach,Cypher,Brimstone,Neon,Tejo"
Pearl,Cloud9,NRG Esports,13,9,4,3,"Cypher,Sova,Jett,Yoru,Astra","Sova,Killjoy,Yoru,Astra,Neon"
Fracture,Cloud9,NRG Esports,13,5,5,4,"Breach,Cypher,Brimstone,Neon,Tejo","Breach,Raze,Cypher,Brimstone,Tejo"
Lotus,Cloud9,NRG Esports,6,13,5,6,"Breach,Raze,Omen,Deadlock,Tejo","Breach,Omen,Neon,Vyse,Tejo"
