Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 2 Attacking Wins,Team 1 Agents,Team 2 Agents
Haven,Team Heretics,GIANTX,13,3,9,0,"Cypher,Sova,Omen,Yoru,Iso","Cypher,Omen,Yoru,Iso,Tejo"
Lotus,FUT Esports,Gentle Mates,13,4,5,4,"Breach,Cypher,Omen,Jett,Fade","Viper,Omen,Yoru,Fade,Vyse"
Fracture,FUT Esports,Gentle Mates,18,16,8,7,"Breach,Cypher,Brimstone,KAY/O,Neon","Breach,Cypher,Brimstone,Neon,Tejo"
Icebox,FUT Esports,Gentle Mates,10,13,6,7,"Sova,Viper,Jett,KAY/O,Tejo","Killjoy,Viper,KAY/O,Tejo,Waylay"
Split,Apeks,Natus Vincere,6,13,3,9,"Breach,Viper,Omen,Yoru,Tejo","Raze,Omen,Astra,Fade,Vyse"
Haven,Apeks,Natus Vincere,11,13,7,8,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Omen,Yoru,Vyse"
Lotus,Apeks,Natus Vincere,13,10,7,5,"Breach,Viper,Omen,Yoru,Tejo","Raze,Omen,Astra,Chamber,Fade"
Ascent,Team Liquid,BBL Esports,13,4,1,0,"Cypher,Omen,Jett,Deadlock,Tejo","Yoru,Astra,KAY/O,Fade,Tejo"
Haven,Team Liquid,BBL Esports,4,13,4,5,"Cypher,Sova,Astra,Neon,Iso","Breach,Cypher,Sova,Omen,Jett"
Fracture,Team Liquid,BBL Esports,13,7,4,3,"Breach,Brimstone,Neon,Vyse,Tejo","Breach,Cypher,Yoru,Astra,Tejo"
Haven,BOOM Esports,Global Esports,13,11,5,4,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Omen,Yoru,Iso"
Lotus,BOOM Esports,Global Esports,13,1,2,1,"Breach,Viper,Omen,Neon,Tejo","Breach,Cypher,Omen,Yoru,Tejo"
Ascent,TALON,Rex Regum Qeon,5,13,1,8,"Yoru,Astra,Deadlock,Vyse,Tejo","Cypher,Sova,Omen,Yoru,Tejo"
Lotus,TALON,Rex Regum Qeon,8,13,5,6,"Breach,Omen,Neon,Vyse,Tejo","Breach,Viper,Omen,Yoru,Tejo"
Ascent,Leviatán,Cloud9,3,13,1,2,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Omen,Yoru,Deadlock,Vyse"
Split,Leviatán,Cloud9,8,13,4,8,"Breach,Viper,Omen,Yoru,Tejo","Breach,Viper,Omen,Yoru,Tejo"
Pearl,LOUD,2Game Esports,11,13,6,7,"Yoru,Astra,KAY/O,Vyse,Tejo","Yoru,Astra,Fade,Vyse,Tejo"
Lotus,LOUD,2Game Esports,12,14,5,6,"Breach,Cypher,Omen,Neon,Fade","Breach,Omen,Yoru,Vyse,Tejo"
Ascent,DRX,DetonatioN FocusMe,13,8,6,2,"Sova,Omen,Jett,Vyse,Tejo","Jett,Astra,KAY/O,Fade,Tejo"
Lotus,DRX,DetonatioN FocusMe,13,3,4,3,"Raze,Omen,Yoru,Fade,Vyse","Raze,Viper,Omen,Fade,Vyse"
Haven,Gen.G Esports,Paper Rex,13,4,10,2,"Killjoy,Viper,Omen,Neon,Tejo","Breach,Cypher,Omen,Yoru,Tejo"
Fracture,Gen.G Esports,Paper Rex,6,13,4,5,"Breach,Cypher,Brimstone,Neon,Tejo","Breach,Brimstone,Neon,Vyse,Tejo"
Lotus,Gen.G Esports,Paper Rex,13,10,6,5,"Raze,Viper,Omen,Fade,Vyse","Breach,Viper,Omen,Tejo,Waylay"
Ascent,G2 Esports,MIBR,13,8,8,4,"Omen,KAY/O,Vyse,Tejo,Waylay","Cypher,Sova,Omen,Jett,KAY/O"
Haven,G2 Esports,MIBR,13,11,6,5,"Breach,Yoru,Astra,Vyse,Tejo","Breach,Cypher,Omen,Jett,Tejo"
Pearl,G2 Esports,MIBR,12,14,6,7,"Yoru,Astra,Fade,Vyse,Tejo","Astra,KAY/O,Vyse,Tejo,Waylay"
Haven,100 Thieves,Evil Geniuses,13,7,7,6,"Cypher,Sova,Omen,Neon,Iso","Breach,Cypher,Sova,Omen,Waylay"
Fracture,100 Thieves,Evil Geniuses,13,10,7,6,"Breach,Brimstone,Chamber,Neon,Tejo","Breach,Raze,Killjoy,Brimstone,Tejo"
Split,T1,Nongshim RedForce,13,11,9,8,"Raze,Viper,Omen,Yoru,Fade","Viper,Omen,Deadlock,Tejo,Waylay"
Icebox,T1,Nongshim RedForce,13,10,8,7,"Sova,Viper,Reyna,KAY/O,Chamber","Killjoy,Viper,Jett,KAY/O,Tejo"
Icebox,Team Secret,ZETA DIVISION,10,13,5,7,"Killjoy,Viper,KAY/O,Gekko,Waylay","Sova,Viper,Reyna,Iso,Vyse"
Lotus,Team Secret,ZETA DIVISION,11,13,4,5,"Breach,Cypher,Omen,Tejo,Waylay","Raze,Sova,Omen,Iso,Vyse"
Icebox,Sentinels,KRÜ Esports,8,13,7,8,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Jett,Harbor"
Lotus,Sentinels,KRÜ Esports,7,13,1,6,"Raze,Viper,Omen,Fade,Vyse","Breach,Omen,Yoru,Vyse,Tejo"
Fracture,NRG Esports,FURIA,13,4,10,2,"Breach,Raze,Cypher,Brimstone,Tejo","Breach,Raze,Cypher,Brimstone,Tejo"
Pearl,NRG Esports,FURIA,13,2,10,0,"Sova,Killjoy,Jett,Yoru,Astra","Cypher,Sova,Astra,KAY/O,Neon"
Lotus,NRG Esports,FURIA,10,13,4,6,"Breach,Omen,Neon,Vyse,Tejo","Breach,Omen,Neon,Fade,Clove"
Icebox,Team Liquid,Gentle Mates,6,13,2,8,"Killjoy,Viper,Omen,Tejo,Waylay","Killjoy,Viper,KAY/O,Tejo,Waylay"
Haven,Team Liquid,Gentle Mates,12,14,7,8,"Breach,Cypher,Omen,Jett,Tejo","Breach,Cypher,Sova,Omen,Neon"
Split,Team Liquid,Gentle Mates,13,6,5,4,"Raze,Viper,Yoru,Astra,Fade","Breach,Raze,Viper,Omen,Tejo"
Fracture,FNATIC,Natus Vincere,13,11,6,5,"Breach,Cypher,Brimstone,Neon,Tejo","Breach,Raze,Cypher,Brimstone,Fade"
Split,FNATIC,Natus Vincere,13,5,8,1,"Raze,Viper,Yoru,Astra,Fade","Raze,Omen,Astra,Fade,Vyse"
Lotus,FUT Esports,KOI,14,12,4,3,"Breach,Cypher,Omen,Jett,Fade","Cypher,Omen,Yoru,Vyse,Tejo"
Pearl,FUT Esports,KOI,13,4,8,0,"Cypher,Yoru,Astra,Fade,Tejo","Sova,Yoru,Astra,Chamber,Vyse"
Icebox,Team Heretics,Apeks,13,6,7,1,"Sova,Viper,Neon,Vyse,Tejo","Breach,Killjoy,Viper,Tejo,Waylay"
Split,Team Heretics,Apeks,13,8,7,6,"Raze,Viper,Omen,Fade,Iso","Breach,Viper,Omen,Yoru,Tejo"
Ascent,Team Heretics,Apeks,5,13,5,6,"Cypher,Sova,Omen,KAY/O,Waylay","Cypher,Sova,Omen,Yoru,Deadlock"
Fracture,BBL Esports,Karmine Corp,13,8,6,5,"Breach,Cypher,Yoru,Astra,Tejo","Breach,Cypher,Jett,Astra,Tejo"
Pearl,BBL Esports,Karmine Corp,13,11,5,4,"Sova,Yoru,Astra,Chamber,Vyse","Yoru,Astra,Fade,Harbor,Vyse"
Icebox,BBL Esports,Karmine Corp,3,13,3,4,"Sova,Viper,Chamber,Clove,Tejo","Killjoy,Viper,Omen,KAY/O,Tejo"
Lotus,Team Vitality,GIANTX,13,2,10,0,"Breach,Viper,Omen,Yoru,Tejo","Raze,Viper,Omen,Fade,Vyse"
